排名,游戏名称,公司名称,分类,评分,评分人数,安装次数+,更新日期,大小M,当前版本,包名,网站,联系方式
46,无,无,无,无,无,无,无,无,无,com.decervo.ucall,无,无
47,Fruit Bubble Shooter 2019,Brightmoon Entertainments,休闲,3.3,23,"1,000",2018年11月30日,29,1.1,com.brightmoon.fruitbubbleshooter2019,,eightartsteam@gmail.com
48,VGAR VIP,UBIGO VNGCODO,模拟,3.4,5,100,2018年11月30日,49,1.0,dAR.ubigovr.VirtualGirlfriendAR,,clarkken0505@gmail.com
49,无,无,无,无,无,无,无,无,无,com.DestroyStudios.BluePinball,无,无
50,Field Defense VIP,Chuslab Games,模拟,4.9,88,100,2018年12月10日,25,1.02,com.chuslab.FieldVip,http://chuslab.com,usemapdef@naver.com
51,Memo Creatures,Mad Cat VR,益智,5.0,1,1,2018年12月8日,79,1,com.madcat.memocreatures,http://madcat-vr.com,anton.kryvenko@gmail.com
52,无,无,无,无,无,无,无,无,无,com.marblezumble.adventure.royalmarbledeluxe,无,无
53,Zoo Sounds – Safe Toddler Fun ?,StartSmarts,教育,5.0,2,1,2018年11月29日,43,1.0.2,me.wa.zoosounds,http://startsmarts.co/zoo-sounds,williamartamon@gmail.com
54,Christmas Games 2 in 1,"LittleBigPlay - Word, Educational & Puzzle Games",休闲,4.4,8,500,2018年11月27日,9.1,1.1,air.com.littlebigplay.games.premium.christmasgames2in1,http://www.littlebigplay.com,littlebigplay@gmail.com
55,Castle Agony,Pompous Pixel,冒险,4.2,5,10,2018年11月24日,51,Unrecognized value,com.PompousPixel.Agony,,mark@straylightentertainment.com
56,Storm Boy,Blowfish Studios Ltd,冒险,3.0,4,100,2018年11月21日,39,1.0.2,com.blowfishstudios.stormboy,http://www.blowfishstudios.com,support@blowfishstudios.com
57,Tom & Jerry,Asylzat,冒险,5.0,6,10,2018年11月21日,27,1.0,com.CartoonWorld.TomAndJerry,,Asylzatwww@gmail.com
58,无,无,无,无,无,无,无,无,无,com.i273.hacktime,无,无
59,无,无,无,无,无,无,无,无,无,com.masonmacbeth.farmingsim2019,无,无
60,Kids Alphabet Pro,Labbaik Soft,教育,4.5,4,100,2018年12月9日,15,1.4,com.labbaiksoft.Kids_Alphabet,http://www.labbaik.online,labbaiksoft@gmail.com
61,"Dr. Schplot's Nanobots",Middle City Games,益智,5.0,4,100,2018年11月23日,67,0.1.32,com.middlecitygames.nanobots,http://www.middlecitygames.com,contact@middlecitygames.com
62,无,无,无,无,无,无,无,无,无,com.CyberFoxGameStudio.BahamaConchnBurgerShack,无,无
63,无,无,无,无,无,无,无,无,无,com.esctoy.tapper9dkp,无,无
64,Simple Solitaire: No Ads,Les Jeux Plume Bleue,卡牌,5.0,2,5,2018年12月3日,18,1.1,com.LJPB.SimpleSolitaire,https://lesjeuxplumebleue.wixsite.com/website,dshipley.ljpb@gmail.com
65,无,无,无,无,无,无,无,无,无,se.hattenforlag.babblarnakalas,无,无
66,Robert Rodriguez’s THE LIMIT,STXsurreal,动作,3.2,5,100,2018年11月20日,63,1.8,com.stxsurreal.thelimit,http://www.thelimitvr.com/,surrealdev@stxentertainment.com
67,Christmas Gift Challenge,Moblie Tools,桌面和棋类,2.3,3,100,2018年11月27日,17,1.0,christmas2018.christmasgift.christmaspuzzles.christmasgifttracker,http://mobiletools25.blogspot.com/,toolsmobile@yandex.com
68,合成傭兵團 (VIP),Honeydew Games,街机,4.3,120,"5,000",2018年12月6日,43,1.4,com.honeydew.vip.mercenary,,master@honeydewgames.com
69,Duotone Reloaded,Damv,动作,4.8,6,10,2018年11月30日,34,0.22,com.damv.duotonereloaded,,pixelweb2007@gmail.com
70,quarall,croesch,益智,5.0,4,10,2018年11月22日,3.7,0.18,de.croesch.app.quarall,https://app.croesch.de/quarall/,android@croesch.de
71,AXIO hexa,Brettspielwelt GmbH,桌面和棋类,5.0,1,5,2018年11月28日,14,1.3.3,de.brettspielwelt.axiohexa,http://www.brettspielwelt.de,mellin@brettspielwelt.de
72,无,无,无,无,无,无,无,无,无,com.mukundmicrosystems.batmansamurai,无,无
73,Cosmic Top Secret,Klassefilm,冒险,5.0,7,50,2018年11月22日,25,1.0.3,tv.laier.Cosmic,http://cosmictopsecretgame.com/,info@cosmictopsecretgame.com
74,Candy Bubble Shooter 2019 - Black Friday Sale,Brightmoon Entertainments,休闲,3.3,32,"1,000",2018年11月13日,35,1.0,com.brightmoon.candybubbleshooter2019,,eightartsteam@gmail.com
75,"Red's Kingdom",Cobra Mobile Limited,冒险,5.0,1,10,2018年11月13日,25,1.00,com.cobramobile.redskingdom,http://www.cobramobile.com,support@cobramobile.com
76,Balok Z: The Ancient Puzzles,Blincekware Works,益智,4.0,5,100,2018年11月12日,20,1.0.1,com.blincekware.balokz,http://www.blincekware.com,blincekware@gmail.com
77,无,无,无,无,无,无,无,无,无,com.dobro.InsideTheMaze,无,无
78,Fit Toon - Series 2,RETRO BOX,益智,5.0,9,10,2018年11月30日,77,1.0,com.retrobox.magician2,http://www.facebook.com/retrobox2016,retrobox.service@gmail.com
79,Jones: Jomblo is Happiness,Niji Games,模拟,4.7,226,"1,000",2018年11月27日,93,1.13,com.nijigames.jones,http://www.nijigames.com,hello@nijigames.com
80,Lost In Dungeon - Rogue like Dungeon Crawller,BT STUDIOS,动作,3.5,17,"1,000",2018年12月10日,29,1.0,com.BTstudios.Lostindungeon,,btstudiosgames@gmail.com
81,Block Puzzle,Roma Shilov,益智,4.2,11,"1,000",2018年11月27日,7.1,1.4,ru.romashilov.retrobricks85,,192.168.1.4@mail.ru
82,无,无,无,无,无,无,无,无,无,com.happiiclub.tipoffapp,无,无
83,Jump Red World,Corenow UST Mobile,休闲,2.8,29,"1,000",2018年11月13日,7.0,1.2,com.andover.jumpredworld,,andovermobile@gmail.com
84,无,无,无,无,无,无,无,无,无,com.lava13.cometcity,无,无
85,BERMEO HEIGHTS EXPRESS,shawnfromportland,冒险,5.0,3,1,2018年12月4日,76,1.3,com.shawnfromportland.bermeoheights,http://www.shawnfromportland.com,shawn@shawnfromportland.com
86,无,无,无,无,无,无,无,无,无,com.mythicowl.hexpair,无,无
87,Turret Master 2,Penza Street Games,街机,3.9,13,500,2018年11月22日,30,1.0,com.PenzaStreetGames.TurretMaster2,,parassitn@mail.ru
88,Heavy Drone,flex.agency,街机,4.5,4,10,2018年11月19日,28,1.0,com.Flex.DroneProject,http://www.heavydronegame.com/,mail@heavydronegame.com
89,无,无,无,无,无,无,无,无,无,com.masonmacbeth.farmingworldpro2019,无,无
